,user_id,user_url,last_edited,item_id,helpful,recommend,review,fecha
658,76561198095481910,http://steamcommunity.com/profiles/76561198095481910,,208090,No ratings yet,True,30 minutos esperando unirme a una secion y nada u.u q mal q la gente no juegue estos juegos tan buenos y prefiera basuras como tf2 u otros de marca :s dejando lamentablemente estos juegos q balen la pena jugarlos!!! espero q solucionen rapido lo de los servidores.,2014-02-01
660,AlkalineDeath,http://steamcommunity.com/id/AlkalineDeath,,228280,0 of 1 people (0%) found this review helpful,True,"Fantastic game. Well worth the price of admission, though maybe that's my nostalgia talking.",2015-03-02
661,AlkalineDeath,http://steamcommunity.com/id/AlkalineDeath,,240760,No ratings yet,True,"About 15hrs in and really enjoying it. Party creation was a bit daunting at first, not wanting to miss any core skills etc. but overall is handled well. Solid game, throwback to fallout two, and executed well. Only time wil tell from here, fingers crossed the story arc keeps swinging.",2014-10-16
662,76561198075935236,http://steamcommunity.com/profiles/76561198075935236,,226700,1 of 3 people (33%) found this review helpful,True,"friend and i drive to city after finding a carfind cool ♥♥♥♥crash car in citynight comes friend is ♥♥♥♥♥ and disconnects im boredshoot at zombieget more holes in me than chedda cheesetype ""thanks"" mfw the man that killed me was canadian because he apologisedsecretly hate canadianstell me ♥♥♥♥♥ friend to stab him""nah, at least we didnt lose anything"" sigh the longest sigh ever 10/10 would become cheese again",2015-01-26
663,76561198075935236,http://steamcommunity.com/profiles/76561198075935236,,250900,No ratings yet,True,its pre good,2015-08-27
664,mintifreshbadger,http://steamcommunity.com/id/mintifreshbadger,,35450,No ratings yet,True,Gave me PTSD 19/45 would die horrifically again,2015-11-09
666,AlpacaRevolution,http://steamcommunity.com/id/AlpacaRevolution,,212680,1 of 2 people (50%) found this review helpful,True,"A great game that takes permadeath to a new level but making so much fun, graphics have a nice retro feel that gives the game a great sense of imerrsion along with its great soundtrack.Recentally the free expansion Advanced Edition arrived and gave the players more ships and new mechanics to play with making an already great game even better!To sum it up FTL: Faster Than Light is a great experiance to play and is more than worth the money it costs, i can easily recommend this game to anybody that loves games with an actual challenge and sense of achievement!",2014-10-02
667,AlpacaRevolution,http://steamcommunity.com/id/AlpacaRevolution,,346110,No ratings yet,False,"Don't get me wrong, ARK is a fun game and it is unique in the fact that your tools include the Dinos and other annimals, however i still can't recommend the game due to the simple fact that the Devs are currently (in my opinion) more focused on adding new features that have bugs associated with them than fixing the ones that are currently in the game. It ruins the experience if your constantly finding bugs that may be small still ruin things or make the game frustrating. Another major concern i have is that you need a pretty damn good rig in order to run this, i can usually run all my games (Steam and non-steam) at their highest settings, ARK however for whatever reason i have severe trouble to run on even its lowest settings. Now i know some of you will go ""Get a better rig"" well that doesn't solve much as it is the job of the Dev team to make the game accessible to as many people as they can, and in order to do that they need to get on top of fixing and optimising the game rather than adding more features. so no i can't reccommend the game IN ITS CURRENT STATE, however if the Dev team is able to address the many issues with this game and do something simmilar to what Space Engineers is doing right now, where the devs arehalting addition of features and are just focusing on fixing the current bugs, then i'd give it a positive review...",2015-09-13
672,76561198071952798,http://steamcommunity.com/profiles/76561198071952798,,205100,No ratings yet,True,This game has one of the bests assassins in gaming history its not just his looks it his powers they arrange from time stopping teleporting and seeing through walls one of the best games ive ever played 10/10,2013-11-29
673,76561198009001563,http://steamcommunity.com/profiles/76561198009001563,,570,1 of 1 people (100%) found this review helpful,True,"10/10report brazil, Russia and South east Asia for feeding.",2014-09-03
674,76561198016753953,http://steamcommunity.com/profiles/76561198016753953,,271290,No ratings yet,True,Unbelivably fun.,2014-03-21
675,76561198016753953,http://steamcommunity.com/profiles/76561198016753953,,570,No ratings yet,True,why get league of legends?,2014-01-27
676,smegmyfoodle,http://steamcommunity.com/id/smegmyfoodle,,346010,No ratings yet,True,for an incomplete game to provide this much creativity and fun. cant wait for full release .,2015-02-03
677,smegmyfoodle,http://steamcommunity.com/id/smegmyfoodle,,239250,No ratings yet,True,the best aspect of the game in my opinion is being dracula himself. you never get tired of running around feeling like a badass. the game does have some negative aspects which completly changes gameplay to the point of it being another game entirely ( i.e sneaking around guards you can never ever kill...). the combat beats gods of war in my opinion.,2015-01-22
678,76561198057869849,http://steamcommunity.com/profiles/76561198057869849,,313120,2 of 3 people (67%) found this review helpful,True,"This is a beautiful Game, but if it was co-op it would make it so much more enjoyable.",2015-06-01
679,76561198058836921,http://steamcommunity.com/profiles/76561198058836921,,211820,1 of 5 people (20%) found this review helpful,True,"Awesome game, Looking forward to more content.",2015-01-17
680,lol_ursuchanoob,http://steamcommunity.com/id/lol_ursuchanoob,,218620,No ratings yet,True,"A half broken game, that i can't stop playing!",2014-08-08
681,lol_ursuchanoob,http://steamcommunity.com/id/lol_ursuchanoob,,12210,No ratings yet,True,"Terrible pc port, terrible frame rates, frustrating mechanics... OVERATED because OMG its GTA are words you can describe this game. After who knows how many year this game is still absolute junk on pc. Good luck as this game was designed for the console peasant industry. Terrible pc optimization and mechanics is something which plague GTA IV. Also you NEED SIGN UP FOR GAMES FOR WINDOWS LIVE which is to put in words the S.H.I.T.I.E.S.T service ever... EVEN WORSE THEN ORIGIN, to SAVE YOUR GAME. AND on top of that you also need to sign up for some rockstar account to play online. FFS the game is on steam, not like DRM is going to make a difference as steam is an excellent service. PLEASE dont repeat the same S.H.I.T for GTA V. PLEASE NO DRM. Otherwise GTA IV would be a very great game as it already has all the qualities of a great game, just the quality of a crap game aswell",2014-04-17
682,lol_ursuchanoob,http://steamcommunity.com/id/lol_ursuchanoob,,220240,No ratings yet,True,"Great all round game, great game for coop aswell. However i find the graphics in this game to be EXTREMLY overated, textures look like a BLUR, and effects are not that good. The map was extremly big, however the terrain was very repetitive, i also find that this game is very poorly optimised, with a Radeon r9 290 i manage to get a meager 50fps on average with all the settings on max. 50 fps is decent, but considering that many games lke crysis 3(possibly even 2), metro last light and battlefield 4 and 3 run much smoother and higher frame rates then far cry 3. ",2014-03-12
683,lol_ursuchanoob,http://steamcommunity.com/id/lol_ursuchanoob,,17300,No ratings yet,True,"overall a great game for its time, however the graphics are somewhat overated in my opinion.. being the first directx 10 game",2014-01-23
684,AMV72,http://steamcommunity.com/id/AMV72,,206440,1 of 1 people (100%) found this review helpful,True,"If you don't like this, then you have no soul.Don't be fooled by the simple graphics, this game has an amazing story to tell and a brilliant soundtrack. Rival's Toy Story 3 for tugging on the heart strings.Wonderful.",2013-01-21
685,AMV72,http://steamcommunity.com/id/AMV72,"Last edited November 25, 2013.",209100,2 of 3 people (67%) found this review helpful,False,"THIS GAME IS ♥♥♥♥ING AWFUL. DO NOT BUY.Quite simply, uses GFWL, even on casual mode one simple troop will take a whole magazine to kill, AI is moronically stupid - both friendly and enemies, voice acting is just terrible, interface is designed for console and HUD reflects that. PC graphics are ♥♥♥♥.Not helped by a complete lack of story explanation, completely broken melee and a frustrating cover system. Character models are pretty lousy as well.I REPEAT: SAVE YOUR MONEY. OR AT LEAST SPEND IT ON TRAIN SIMULATOR, BECAUSE THAT WOULD BE MORE FUN.",2012-09-27
686,AMV72,http://steamcommunity.com/id/AMV72,,209000,4 of 8 people (50%) found this review helpful,True,"Inherently, everything that is good about this game was in the previous two titles that were made by Rocksteady. This game offers very little new content, with half the assassins ending up being overshadowed side mission that don't do the characters justice.The game itself is still quite good, with most of the core mechanics remaining the same. Movements, expecially grappling and gliding are a little off, and the combat (with the City approach of 'more guys = harder) starts to show it's flaws when surrounded by 20+ enemies.Overall, this game still has a very solid core to it, and should definitely be played. Yes, it is the weakest in the series, but that is because the first two were so strong. Some of the elements of this game are nicely done, just pretend multiplayer doesn't exist though. Writing (although I personally did not like the story) is quite nicely done, and everything about this game still holds it's own.The weakest part of this game is that it is the third in a series, and it is definitely a step backwards. If this was a first up game, we would still highlight the flaws but could see the room for improvment. The sad fact is that there have been two games already that have overall been better. But I do encourage you to play this game, because it is still the same engine and gameplay as the first two - and that is still a damn good thing.",2013-11-25
687,AMV72,http://steamcommunity.com/id/AMV72,"Last edited November 25, 2013.",218060,2 of 4 people (50%) found this review helpful,True,"Taking every element from the preivous Runner titles, Runner2 offers an experience that flows wonderfully together. With over 100 levels, dozens of unlockables, lovely visuals and a wonderful soundtrack this game is a really delight to play.The premise is simple: get from one end of the level to the other in a free-flowing smooth run. But this game is not for the people who have slow reactions times or get frustrated easily. It is hard, and quite unforgiving. Repetition is going to happening in this game, but because of the quick reload and charming music, it's hard to feel put out.When you do get a great run going, it's fantastic. All the notes and melodies stiched together with your actions makes it a grand way to know you're doing well. Not to mention that it also helps timing your moments with the logical note progression.Over the multiple different worlds, there are retro levels, multiple paths and different bosses to change things up, and the dastardly combinations of different moments makes you really appreciate the level design - which may appear simplistic at times - but it very finely tuned.This game is great in short bursts for those that don't have much time, it's great for those wanting a challenge, and especially if you like the recognition for seamlessly stringing together your levels and actions. Everything about this game screams that the developer cared about making their game. From the cutscenes narrated by Charles Martinet (who also does the voice for Mario) right down to the charming animations and fluid movement.This game is something you should seriously consider purchasing, playing, loving and then realising that you have to do the whole game on all three difficulties and then all the extras and then costumes and then...",2013-11-25
